SMILES,LogD {measured},UNIT {LogD},pH,UNIT {pH},Temperature,UNIT {Temperature},logPow Method,logPow Buffer,Ionic strength,UNIT {Ionic strength},Species,Test duration,Material Nanoparticles of Elements,APS,UNIT {APS},Explosure concentration,UNIT {Explosure concentration},Crystal structure of nanoparticles,Ionisable
OC1CCN(CC1)C(=O)C1=CC=C(C=C1)C(=C1CCN(CC2=CSC=N2)CC1)C1=C2N=CC=CC2=CC=C1,1.89,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1)N1SC2=CC=CC=C2C1=O,3.02,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC(N(CC1CCNCC1)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(SC=C2)C(=O)N1CC1=CC=CC=C1,1.33,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC1=NC(CCC2=CC=C(NC(N)=N)C=C2)=CS1,-0.82,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C[C@H](C2=CC=CC=C2)C2=CC=CC(N)=C2C1,2.11,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)N1C(C)=NC=C1C1=NC(NC2=CC=C(C=C2)C(=O)N2CC[C@@H](C2)N(C)C)=NC=C1F,2.16,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(NC(=O)C2=NN=C(NC3=CC=CC=C3F)O2)C=N1,3.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=C(CCCOCCS(=O)(=O)CCCNCCC2=C3SC(O)=NC3=C(O)C=C2)S1,2.41,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O[C@H](CNC(=O)C1=CN2C=C(F)C=CC2=N1)CN1CCC(CC1)OC1=CC=C(Cl)C(Cl)=C1,3.33,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)[C@H](CC1=CC=C(CCCCNC2=CC=CC=N2)C=C1)NC(=O)C1=C(Cl)C=CC=C1Cl,0.51,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCNC(=O)C1=CC2=C(N3C=CC(=N3)C(F)(F)F)C(=CN=C2N1)C1=CN=CC(=C1)C(=O)NC,2.21,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(=CC=C1CN1C=NC2=CC=C(NC(=O)CC3CCCC3)C=C12)C(=O)NS(=O)(=O)C1=CC=CC=C1,0.9,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC(=N)C1=CC2=C(I)C=CC=C2S1,0.74,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=C(C=C1)C1=CC(=O)C2=CC=CC=C2N1,2.34,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C)N(C)C(=O)[C@@]1(CC2=CC=CC=C2)CCCN(C1)C(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)C(C)(C)N,2.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,3.41,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=C(CCOCCNS(=O)(=O)CCCNCCC2=C3SC(O)=NC3=C(O)C=C2)C=C1,2.07,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(CCN2CCC3(CC2)OC(=O)NC2=CC=C(C)C=C32)N=C(O1)C1=CC=CC=C1,4.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN1C(SCC(=O)NC2=C(C=NN2C2=CC=CC=C2)C#N)=NN=C1C1=CC=CS1,2.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC=NC2=C1N=CN2CC1=CC=CC=C1,1.53,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)C[C@@H](CO)NS(=O)(=O)C1=CC=C(Cl)S1,2.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)OC(=O)N1CCC(CC1)OC1=NC=NC(OC2=CC=C(C=C2F)S(C)(=O)=O)=C1C,3.7,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=C(C=NN1C1=CC=C(F)C=C1)C(=O)C1=CC=CC(OC[C@@H](O)CO)=C1,1.91,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC(N(CCCN)C(=O)C1=CC=C(C=C1)C(C)C)C1=NC2=C(SC=C2)C(=O)N1CC1=CC=CC=C1,2.72,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=CC=C2)=CC=C1C1=CC=CC(=C1)C(O)=O)C(=O)C(F)(F)F,1.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,-1.02,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(=CC=C1CC1=CNC2=CC=C(NC(=O)CC3CCCC3)C=C12)C(=O)NS(=O)(=O)C1=CC=CC=C1C,2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC1=CC=C(NC2=NC=C3C=C(C=CC3=N2)C2=CC=NC=C2)C=C1,3.04,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COCCNC1=NC(N)=C2N=C(O)N(CC3=CC=CC=C3)C2=N1,2.18,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1=CN(C2CC2)C2=CC(N3CCN(CC3)C(=O)CC[N+]([O-])=O)=C(F)C=C2C1=O,0.22,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=C(CN2[C@H]3CC[C@@H]2C[C@H](C3)OC2=CC=CC(=C2)C(N)=O)S1,2.44,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](CO)NC1=NC(SCC2=CC=CC(F)=C2F)=NC2=C1C=CC(=O)N2,3.36,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OC)C=C2C(NC3=CC=C(F)C=C3)=NC=NC2=C1,3.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](NC1=NC(NC2=NC=C(S2)C#N)=CC(=N1)N1CCOCC1)C1=CC=C(F)C=N1,3.45,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(OC)=C(C=C1NC(=S)NCC(O)=O)S(=O)(=O)N1C(C)CCC2=CC=CC=C12,-1.04,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=CC=C1CNC(=O)C1=CC=C2C=NC=CC2=N1,1.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C=C(C2=CC(NC(C)=O)=CC=C12)C1=NC2=C(C=NN2C(NC2CC2)=C1)C#N,2.94,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCOC1=CC(NC2=C(F)C=C3N=CN([C@@H](CO)C4=CC=C(F)C=N4)C3=N2)=NN1,2.55,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(CC)CCOC1=CC=C(C=C1)C(O)(CC1=CC=C(Cl)C=C1)C1=CC=C(C)C=C1,3.98,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=C(C(N)=O)C(OC3=CC=CC(Cl)=C3)=C2)C(=O)NC1=O,1.96,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CC=CO1,2.48,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=CC=C1C(=O)NCC12CC3CC(CC(C3)C1)C2,4.05,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC=CC(=N1)C1=CC=CS1,1.75,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CCC(CC1)(C#N)C1=C2C=CC=CC2=CC=C1,2.73,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OC)C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC=CC(Cl)=C1Cl,3.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
N\C(SC1=CC=C(N)C=C1)=C(\C#N)C1=CC=CC=C1C(F)(F)F,3.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C)C1=CC=C2N=C3C=CC(C=C3SC2=C1)=[N+](C)C,-0.88,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC[C@H](NC(=O)C1=C2C=CC=CC2=NC(C2=CC=CC=C2)=C1CS(C)(=O)=O)C1=CC=CC=C1,3.25,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,0.63,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(CCC2CCN(CC2)S(=O)(=O)CC2(CCOCC2)N(O)C=O)C(C)=NS1,1.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C2N(CC(O)=O)C(C)=C(C2=C1)C1=C2C=CC(Cl)=CC2=NC=C1,1.16,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=C2N=CN([C@@H]3O[C@H](CO)[C@H](Cl)[C@H]3O)C2=NC(OC2CCCC2)=N1,2.16,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC2=C(C=CC(=O)N2CCN2CCC(CC2)NCC2=CC3=C(OCCO3)C=N2)C=N1,0.68,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C(NCC12CC3CC(CC(C3)C1)C2)C1=CC=CC=C1,4.21,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC2=NC(C3=CC=CS3)=C(NC(=O)C3=CC=CC=C3)N2C=C1,2.87,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=CC(=CC=C1C1=CCOCC1)N1C[C@H](COC2=NOC=C2)OC1=O,2.61,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC=CN=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,2.9,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)COC1=CC=CC(=C1)N1CCC(CN2CCC(CC2)OC2=CC=C(Cl)C(Cl)=C2)CC1,1.99,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=CC(NC(=O)C2=CC=C(OCCCN3CCCC3)C=C2OCC2=CC=C(F)C=C2)=C1,3.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC1=CC=C(O)C=C1,0.25,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC(NCC2=CC=CC=C2)=NC2=C1C=CC=C2,3.69,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(C=NN1C1=CC=C(C=C1)C(O)=O)C(=O)NC1C2CC3CC(C2)CC1C3,0.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC(=O)NC1=C(C=C(S1)C1=CC(F)=CC(F)=C1)C(=O)N[C@H]1CCCNC1,2.18,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C1=CC(=CC=C1OCC(O)=O)C(F)(F)F,0.29,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=CC=CC=C1NC(=O)C1=CC=CC=N1,1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C(NC1=NC=CS1)C1=CC=CN=C1,2.25,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC(=NC(N)=C1CC1=CC=CC=C1F)C1=CC=CC=N1,2.12,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C2C(C)=CC(=O)N(CCN3CCC(CC3)NCC3=CC4=C(OCCO4)C=N3)C2=C1,1.72,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
N#CC1=C2N=C(C=C(NC3CC3)N2N=C1)C1=CC=CS1,2.88,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)COC1=CC=C(Cl)C=C1C1=CC=CC(=C1)C#N,-0.25,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC(CC)NC(=O)C1=CN(N=C1NS(=O)(=O)C1=CC=C(C)C=C1)C1=CC=CC=C1,2.51,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC(F)(F)C1=NN=C2C=CC(=NN12)N1CCCC1,2.41,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC2=C(C=C1OCCCN1CCC[C@@H]1CO)N=CN=C2NC1=NNC(CC(=O)NC2=CC=CC(F)=C2F)=C1,1.96,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C1=CC2=CC=CC=C2C=C1,3.29,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(NC(=O)C1(N)CCN(CC1)C1=C2C=CNC2=NC=N1)C1=CC=CC=C1,2.17,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C1COC2=CC=C(CNC3CCN(CCN4C(=O)COC5=CC=C(C=C45)C4=CC=CO4)CC3)N=C2N1,2.19,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C=CS2)C(=O)N1CC1=CC=CC=C1,2.06,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C(CN1CCOCC1)NC1=CC=C(C=C1C1=CC=CC=C1)C1=CC=CC2=C1OC(=CC2=O)N1CCOCC1,3.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(C(=O)NC2=NC=CS2)C(CO)=NO1,1.53,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=NC(NCC2=C3C=CC=CC3=CC=C2O)=C1,4.24,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)CN1C2=NN(CC3=C4C=CC=CC4=CC=C3)C(=C2C(=O)N(C)C1=O)C1=CC=NC=C1,4.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C(CN2CCCC2)N(C)C(=O)CC2=CC=C(Cl)C(Cl)=C2)C(OC)=C1,3.07,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNC(=O)C1=CC=C(NC2=NC=C(F)C(=N2)C2=CN=C(C)N2C(C)C)C=C1F,3.31,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OCCCN2CCCCC2)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1,3.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN[C@H]1CCN(C1)C(=O)C1=CC=C(NC2=NC=CC(=N2)C2=CN=C(C)N2C(C)C)C=C1,1.22,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NN(C(C)=C1)C1=CC=CC(Cl)=C1C#N,3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=C2NC3=C(CN(CC3)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(CC3)C#N)C2=CC=C1,3.03,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NCCCC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1,1.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C=CC2=C(C=CC=C12)C1=NC(CS(C)(=O)=O)=CC(=N1)N1CCOCC1,2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=C(NCC2=CC=CC=C2)N=C2C=CC=CC2=N1,3.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2=CC=C(Br)C=C2)C1)C(C)(C)C,2.92,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCCCCN1CC[C@@]2(C)[C@@H](C)C1CC1=CC=C(O)C=C21,2.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NC[C@@H](O)COC1=CC=CC2=C1C=CC=C2,1.13,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)C(NC(=O)CN1C(=O)C(NC(=O)OCC2=CC=C(C=C2)C(O)=O)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,0.84,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NC(CSC2=CC=C(Cl)C=C2)=CC(=N1)N1CCOCC1,3.38,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NC(C)=C(N=C1C(N)=O)C1=CC=C2C(CC[C@]22CC[C@@H](CC2)C(O)=O)=C1,1.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H]1COCCN1C1=NC(N2CCOC[C@@H]2C)=C2C=CC(=NC2=N1)C1=CC=CC(=C1)C(=O)NCCO,2.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C(C=C1Cl)[C@@]12C[C@@H]1CNC2,1.96,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(NC(=O)C2CC2)=CC=C1C,2.17,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C1C=C(OCC2=CC=CC=C2)C=CN1C1=CC=C2N(CCN3CCCC3)N=CC2=C1,2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=CC=C(C=C1)C(=O)C1CCN(CC1)C(=O)NCC1=CC=CC=C1,3.15,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C)S(=O)(=O)C1=CC=C2OCC(=O)N(CCN3CCC(CC3)NCC3=CC=C4OCC(=O)NC4=N3)C2=C1,0.15,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O\N=C1/C(=O)N(CC2=CC=CC=C2[N+]([O-])=O)C2=CC=CC=C12,2.07,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=C(NC(=O)[C@H]2CCCN2S(=O)(=O)C2=C3N=CC=CC3=CC=C2)C(C)=C1,3.9,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=CC(C[C@H](N2CCC(CN3CCC(CC3)OC3=CC=C(Cl)C(Cl)=C3)CC2)C(O)=O)=C1,2.84,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC(=NN1C[C@H](O)CN)C1=CC=C(Cl)C(=C1)C(=O)NCC1(O)CCCCCC1,0.57,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCSC1=NC(=CC=C1C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2)N1CCOCC1,3.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(OC)=C(C=C1NC(=O)CCC(O)=O)S(=O)(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,-0.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1(CCN(CC1)C1=NN2C(C=C1)=NN=C2C(F)(F)F)C1=CC=C(F)C=C1,3.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC(Cl)=CC=C1OC1CCN(C[C@H](O)CNC(=O)C2=CNC(=O)C3=CC(=CC=C23)S(C)(=O)=O)CC1,2.42,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC1=C(C)C=C2C=CN(C2=C1)C1=NC2=C(C=NN2C(NC2CC2)=C1)C#N,2.66,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C1CCN(CCC(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C(=O)NCC1=CC=CC=C1,3.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)\C=C\C1=CC=CC(=C1)C1=CN=C2NC=CC2=C1,0.58,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=CC=C1N1CCN(CC1)C(=O)NC1CCCCC1,3.78,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(OC)=C(C=C1NC(C)=O)S(=O)(=O)N1C(C)CC2=CC=CC=C12,1.95,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CCN(CC2)C2=CC=C(C=N2)C#N)C(F)=C1,1.98,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C1NC2=CC=C(C=C2C1=O)S(=O)(=O)N1CCC[C@H]1COC1=CC=CC=C1,2.7,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC(NC(=O)NCC2(CCN(CC3CC3)CC2)C2=CC=C(C=C2)C2=CC=CC(=C2)C#N)=CC(Cl)=C1,3.37,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=C(CCC2=CC=C(O)C=C2)C=C1,3.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)C1=CC=C(NC(=O)NCCCSC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)C=C1,2.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2N1C(=O)[C@H](CCC2=O)NC(=O)C1=C2C=CC=CC2=CC=N1,1.16,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCSC1=NC=CC=C1C(=O)N[C@H]1[C@H]2CC3C[C@@H]1C[C@](O)(C3)C2,2.27,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCC(C)(C)C[C@@H](N1CCC[C@@H](C1)N1C=C(C)C(=O)NC1=O)C1=CC=C(C(O)=O)C(OC2=CC=CC(Cl)=C2)=C1,1.99,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1,-0.22,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C(CN1CCCC1)C1=CC=CC=C1)C(=O)CC1=CC=C(Cl)C(Cl)=C1,3.38,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
[O-][N+](=O)C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3Cl)C2=C1,3.72,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(CCCC1=CC=CC=C1)S(=O)(=O)C1=CC(C(=O)N2CCC3=CC=C(C=C3C2)S(=O)(=O)NCCC2=CC=CC=C2)=C(O)C(O)=C1O,0.75,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(N(C(C(=O)NC[C@@H](C)O)C2=CC=CC=C2F)C(=O)C2=CC=CC=C2)C(OC)=C1,2.55,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCCN(CCC2=CC=CC=C2F)C1,2.51,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(NC2=NC=NC(NC3=C(Cl)C=CC4=C3OCO4)=N2)=CC(OC)=C1OC,3.01,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCNC(=O)C1=NN=C2C(=CC=CC2=C1N)C1=CN=C(OC)N=C1OC,3.26,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(CC1=CC=C(Cl)C=C1)C(=O)C1(N)CCN(CC1)C1=C2C=CNC2=NC=N1,2.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=CC=C(C=C1)S(=O)(=O)CC1=CC(=NC(=N1)C1=CC=CC=N1)N1CCOCC1,1.59,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)[C@H](CC1=CC=C(NC(=O)CC2=CC=C3CCCNC3=N2)C=C1)NC(=O)C1=C(Cl)C=CC=C1Cl,-0.63,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C(N1CCO[C@@H](CN2CCC(CC2)OC2=CC=C(Cl)C(Cl)=C2)C1)C1=CC=CC=C1,1.71,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC(=O)C1=C(N)SC(=C1)C1=CC=CC=C1,2.7,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC(=O)C2=C(O1)C1=CC=CC=C1N(C2=O)C1=CC=CC=C1,0.96,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C(NCCNCC(=O)N2CCC[C@H]2C#N)N=C1,0.99,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C(OC2CCN(CC2)C2CCN(CC2)C(=O)C2=CC=C(C=C2)C2=NNN=N2)C=C1Cl,1.53,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC1=C(Cl)C2=C(N=C(SC3=CN=C4C=CC=[N+]([O-])C4=C3)N=C2N1)N1C[C@H]2[C@H](N)[C@H]2C1,2.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C1NC(=O)C2=CC(OCC3=CC=CC=C3)=CC=C12,3.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=CC(=C(F)C=C1OC1=CC=C(Cl)C=C1C1=CC=NN1C1CNC1)S(=O)(=O)NC1=NC=NS1,1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=CC(=C1)C1=CN=C2C=CC(NC3CCOCC3)=NN12,4.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)OC(=O)N1CCN(CC1)C1=CC=C(OCC2=CC=C(C=C2)S(C)(=O)=O)N=N1,2.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=CC=C1N1CCN(CCCCNC(=O)C2=CC=C3C=CC=CC3=C2)CC1,3.53,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC#C)N1C=CC=C(NC(=O)C2=NOC(C)=C2)C1=O,1.75,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC[C@@H]1COCCN1C1=CC(=NC(=N1)C1=C2C=CNC2=CC=C1)C1(CC1)S(C)(=O)=O,3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)N1C(C)=NC=C1C1=NC(NC2=CC=C(C=C2)C(=O)N2CC[C@H](C2)N(C)C)=NC=C1F,2.36,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(C(=O)N(C[C@H](N)C2=CC=CC=C2)C(=O)N1CC1=C(F)C=CC=C1F)C1=CC=C2OCOC2=C1,2.67,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
