SMILES,LogD {measured},UNIT {LogD},pH,UNIT {pH},Temperature,UNIT {Temperature},logPow Method,logPow Buffer,Ionic strength,UNIT {Ionic strength},Species,Test duration,Material Nanoparticles of Elements,APS,UNIT {APS},Explosure concentration,UNIT {Explosure concentration},Crystal structure of nanoparticles,Ionisable
N[C@H](CNC(=O)C1=CC2=C(C=CC=C2N1)C1=CC=CC=C1CC1=CC=CC=C1)C(O)=O,3.25,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(C1CCN(CCC(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C(=O)NCC1=CC=C(C=C1)S(C)(=O)=O,2.86,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(CC)C(=O)CC1=CSC(NS(=O)(=O)C2=CC=CC(Cl)=C2C)=N1,1.67,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCN(CCO)CCCOC1=CC=C2C(NC3=NNC(CC(=O)NC4=CC=CC(F)=C4F)=C3)=NC=NC2=C1,2.19,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCC1=C(C=NN1C1=CC=CC=C1)C(=O)NC1=NOC(C)=C1,3.7,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C(CC1CCCCCC1)NC1=CC=CC2=C1C=CN([C@H]1CCNC1)C2=O,1.15,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1=CC(=CC=C1O)N=NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,-0.58,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1=C(SC2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N1CC1=CC=C(Cl)C=C1,2.96,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=C(C=C1NC(=O)C1=CC=C(OCC2=CC=CC=N2)C=C1)C1=NC=C(CN2CCOCC2)S1,3.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(C=C(O1)C1=CC=CC=C1)C(=O)NC1=CC=CC(=C1)C(O)=O,1.63,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(CC)C(=O)C1=CC=C(C=C1)C(=C1CCN(CC2=CC=C(F)C=C2)CC1)C1=C2N=CC=CC2=CC=C1,3.86,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(CC)S(=O)(=O)C1=CC=C(NC(=O)C(C)(O)C(F)(F)F)C=C1,2.63,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C2NC(=O)C(NC(=O)C3=CC=CC=C3OC)N=C(C3=CC=CC=C3)C2=C1,3.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(CO)(CO)NC1=C2SC(N)=NC2=NC(SCC2=CC=CC(F)=C2F)=N1,2.87,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@@H](OC1=CC=C(SCCCCCC2=CC=CC=C2)C=C1)C(=O)C1=NC(C)=C(CCCC(O)=O)S1,3.58,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC(=O)COC1=CC=C(OCCNCC(O)COC2=CC=CC=C2)C=C1,1.54,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=NC(CSC2=NC3=CC=CC=C3N2)=C1,2.89,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=CC(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=CC=C2)=C1,2.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=C2C=CC(Cl)=CC2=NC2=C1C(=O)N(NC2=O)C(C1CC1)C1=CC=CC=N1,1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C1CCN(CC2=CC=C(C=C2)C(F)(F)F)CC1)C(=O)CC1=CC=C(C=C1F)S(C)(=O)=O,2.7,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=NC=CC=C1OC[C@@H]1CCN1,-1.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=CC(NC(=O)C2=CC=C(OCCCN3CCCC3)C=C2OCC2=CC=CC=C2C#N)=C1,2.34,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C1=NC2=C(NCCCNC(C)=O)C(Br)=CN=C2N1,3.28,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(N(C(C(=O)NC2CCCC2)C2=CC=CC=C2F)C(=O)C2=CC=CC=C2)C(OC)=C1,3.86,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=NC(NCC2=CC=C(Cl)C=C2)=C1,3.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(C1=CC=NC(NC2=CC(=CC(=C2)N2CCOCC2)N2CCOCC2)=N1)C1=CC(CO)=CC=C1C,3.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(CCO)CCCOC1=C(OC)C=C2C(NC3=NNC(CC(=O)NC4=CC=CC(F)=C4)=C3)=NC=NC2=C1,2.12,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCC1=C(O)C(=CC=C1OCC1=CC=C(C=C1OC)C1=NNN=N1)C(C)=O,2.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC(N)=C(C(COCC2=CC=CC=C2)=N1)C1=CC=C(NC(=O)C2CC2)C=C1,2.46,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C(N1CCOCC1)C1=CC=C(C=C1)C(=C1CCN(CC2=CSC=N2)CC1)C1=C2N=CC=CC2=CC=C1,2.12,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C(OC2CCN(CC2)C2CCN(CC2)C(=O)NS(=O)(=O)CC2=CC=CC=C2)C=C1Cl,2.13,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@@H](OC1=NC(NC2=NNC(C)=C2)=C(C)N=C1C#N)C1=CC=C(F)C=N1,2.72,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O[C@]1(CN2CCC1CC2)C#CC1=CC=C(OC2=CC=C(C=C2)C(=O)NCC2=CC=NC=C2)C=C1,2.42,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(NC2=CC(OC3=CC(C)=C(C)N=C3C3=CC=CC=N3)=CC=N2)=CC(OC)=C1OC,3.22,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CSC1=NC(C(N)=O)=C(N)S1,1.21,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=CC=C1CN(C(C)=O)C1=CN=CC=C1OC1=CC=CC=C1,3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=CC(CNC2=C3SC=CC3=NC(NC(C)C)=N2)=C1OC,3.7,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OCCN1C=CC2=C(NC(=O)CC3=CC=C(Cl)C(=C3)C(F)(F)F)C=CC=C2C1=O,3.36,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](NC(=O)C1=C(NS(=O)(=O)C2=CC=C(C=C2)C2CC2)N(N=C1C)C1CCOCC1)C(C)(C)C,1.23,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC(NC(=O)C1=CC=C(C)C=C1)C1=NC2=C(SC=C2)C(=O)N1CC1=CC=CC=C1,4.14,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC[C@@H](O)CN1C(=O)[C@H](CC2=CC=CC=C12)NC(=O)C1=CC2=C(N1)SC(Cl)=C2,3.27,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C2N=CC(=O)N(CCN3CC[C@@H](NCC4=CC=C5OCC(=O)NC5=N4)[C@@H](O)C3)C2=C1,0.37,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C1=CC=C2N=CC=CC2=C1,2.09,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](NC1=NC(=O)[C@@](C)(S1)C(F)(F)F)C1=CC=CC=C1F,3.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@@H](N)COC1=C(C)C=CC=C1C,0.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1N=C(N)N=C(N)N1C1=CC=C(Cl)C=C1,-0.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=CC=C3F)=NC=NC2=C1,3.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=CC=C1N1C(CN2C=NC3=C(N)N=CN=C23)=NC2=CC=CC(C)=C2C1=O,2.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C2N=C3C=CC=CC3=C(N)C2=C1,1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(C2=CC(C)=CC=C2N1CC(O)=O)C1=C2C=CC=C(C2=NC=C1)C(F)(F)F,1.27,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC[C@H](NC(=O)C1=C2C=CC=CC2=NC(C2=CSC=C2)=C1[S+](C)[O-])C1=CC=CC=C1,2.66,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,3.9,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H]1CN(C[C@@H](C)O1)C1=NC(N2CCOCC2)=C2C=CC(NC3=CC=CC=C3)=NC2=N1,4.12,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OCC(=O)N1CCC(CC1)C1=NNC(=C1C1=CC=NC=N1)C1=CC=C(Cl)C=C1,1.85,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1OC)C(=O)NC1=CC(NC(=O)C2=CC=CC(=C2)N(C)C)=CC=C1C,3.12,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNCC1=CC=CC(=C1)C1=CC=C2C(N=C(N=C2N2CCOCC2)N2C[C@H](C)O[C@H](C)C2)=N1,1.26,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C1=NC2=C(OCC3CCNCC3)C(Br)=CN=C2N1,1.55,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C1=NC2=C(NCCCNC(=O)C3=CC=CC=C3)C(Br)=CN=C2N1,0.25,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=C(OCC3CC(F)(F)C3(F)F)N=C12,1.42,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C(NC1CC1)NC1=CNN=C1C1=NC2=CC(CN3CCOCC3)=CC=C2N1,2.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=C(C=C1NC(=O)C1=CC=C(OCC2=CC=CC=N2)C=C1)C1=NC=CN1,3.01,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=CC(=NC=N1)C1=CC=CC=C1,1.91,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,-0.56,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C2C(NC3=C(C(=O)N(CC4=CC5=CC=CC=C5S4)NC3=O)C2=O)=C1,2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)[C@H](CC1=CC=C(OCCCNC2=CC=CC=N2)C=C1)NC(=O)C1=C(Cl)C=CC=C1Cl,-0.22,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)OC(=O)N1CCN(CC1)C1=CN=C(OCC2=CC=C(C=C2)S(C)(=O)=O)C=N1,3.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)C1=CC(C(=O)N2CC3=CC=C(CN4CCN(C)CC4)C=C3C2)=C(O)C=C1O,2.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1(CCOCC1)C1=CC(F)=CC(OCC2=CC=C3N(C)C(=O)C=CC3=C2)=C1,3.52,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=NC2=C(O)C=CC(CCNCCS(=O)(=O)CCCOCCNC3=CC=CC=C3)=C2S1,1.98,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](NC1=NC=C(F)C(NC2=NNC(C)=C2)=N1)C1=NC=C(F)C=N1,1.79,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OCCN(C)CCO)C=C2N=CC(C(N)=O)=C(NC3=CC=C(F)C(Cl)=C3)C2=C1,3.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C(NC1=NC=NC2=C1C=CC=C2)C1=CC=CC=C1,3.21,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(N1C(=O)C2=CC=CC=C2C1=O)C(=O)N1CCC2=CC=CC=C2C1,2.47,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=CC=C(C=C1)C1(CCCCC1)C1=CC=C(N)C=C1,3.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CS(=O)(=O)C1=CC=C(C=C1)[C@@H](CC1CCCC1)C(=O)NC1=NC=CS1,3.86,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=CC=C(Cl)C=C23)=C1C,2.75,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)OC(=O)N1CCC(CC1)OCC1=NC(=NO1)C1=CC=NC=C1,3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@@](O)(C(=O)NC1=CC=C(C=C1Cl)S(C)(=O)=O)C(F)(F)F,2.08,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,0.71,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCS(=O)(=O)NC1=C2C(=CC=C1)N(CC(O)=O)C(C)=C2OC1=CC=C(Cl)C=C1,-0.29,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNC1=CC=CC(CCOC2=CC=C(C[C@H](NC(=O)C3=CC=C(F)C=C3Cl)C(O)=O)C=C2)=N1,-0.04,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCC1=C(O)C(=CC=C1OCC1=CC=C(C=C1)C1=NNN=N1)C(C)=O,3.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(OC)=C(C=C1NC(C)=O)S(=O)(=O)N(C)C1=CC=CC=C1,1.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OCCCN(CC1=CC=C(F)C=C1)C(=O)CC1CCN(CC2=CN(C=C2)C2=CC=C(C=C2)C(F)(F)F)CC1,3.04,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C1CCN(CC2=CC=C(C=C2)C2=NOC(C)=N2)CC1)C(=O)CC1=CC=C(C=C1)N1C=NN=N1,2.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CC=CN=C3)=C2)CC1,2.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCCNC1=C2N=NN([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)C2=NC(SCCC)=N1,3.07,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2=CC=CC=N2)C1)C(C)(C)C,-0.55,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1=CC=CC=C1NC1=CC=CC(=C1)C(F)(F)F,2.01,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1CN(CC2=CC(Cl)=CC=C2OCC(O)=O)CCN1S(=O)(=O)C1=CC=CC=C1,0.31,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O[C@H](CNC(=O)C1=CNC(=O)C2=CC=C(F)C=C12)CN1CCC(CC1)OC1=CC=C(Cl)C(Cl)=C1,3.93,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)CN1C2=C(C(=C(CC3=CC=CC=C3C(F)(F)F)S2)S(=O)(=O)N2CC[C@@H](O)C2)C(=O)N(C)C1=O,3.32,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=CC=C1S(=O)(=O)NC(=O)N1CCC(CC1)N1CCC(CC1)OC1=CC=C(Cl)C(Cl)=C1,1.71,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=CC(=N1)N(C)C1=CC=NC(NC2=CC(=CC(=C2)N2CCOCC2)N2CCOCC2)=N1,3.37,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(O)=O,-0.41,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1=CN(CC2=CC=CC=C2)C2=CC=CC=C12,1.19,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C)C1=CC=CC(=C1)C(=O)NC1=CC=C(C)C(NC(=O)C2=CC=C(OCC3=CC=CC=N3)C=C2)=C1,2.83,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)CN1C(CN2C(=O)CC3(CCNCC3)C2=O)=CC2=CN=C(N=C12)C#N,0.75,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN1CCN(CC2=CN=C(C(Cl)=C2)C2=CC=C(C=C2)C(=O)NC2=CC=CC=C2N)CC1,1.81,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNC(=O)NC1=C(SC(=C1)C1=CC=CC=C1)C(N)=O,2.71,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCSC1=NC=CC=C1C(=O)NC1CCC(F)(F)CC1,2.85,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=C(C=C1)C(=O)C1CCN(CC1)C(=O)C1=CC=C(C)C=C1,3.43,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(=CC=C1NC1=NC=C(Cl)C(=N1)C1=CN=C2C=C(CO)C=CN12)N1CCN(CC1)C(C)=O,3.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C(C)=NC=C1C1=CC=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=N1,1.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNC1=NC(C)=C(S1)C1=NC(NC2=CC=CC(=C2)N2CCNCC2)=NC=C1C#N,1.9,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C(NC(=O)N2CCN(C[C@H]3CN(CCO3)C3CC3)CC2)C=C1Cl,3.32,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC(N(CCCN)C(=O)C1=CC=CC=C1)C1=NC2=C(SC=C2)C(=O)N1CC1=CC=CC=C1,1.38,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC(NC2=CC=CC(F)=C12)C1=CC=CS1,0.91,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1,2.69,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C=NC=C1C1=C2C(=NN1CC1=C3C=C(Cl)C=CC3=NC=C1)N(CC1CC1)C(=O)N(CC=C)C2=O,3.62,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(N)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)NC=O,1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
N1C=C(N=C1C1=CC=CC=C1)C1=CC=CC=C1,3.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,1.59,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O[C@H]1CN(CCN2C(=O)C=CC3=CC=C(C=C23)C#N)CC[C@H]1NCC1=CC2=C(OCCO2)C=N1,0.45,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(NC=C1CCC(O)=O)\C=C1/C(=O)NC2=CC=CC=C12,1.05,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COCCOC1=C(C=C2C(NC3=CC=C(C)C=C3F)=C(C=NC2=C1)C(N)=O)N1CCN(C)CC1,2.24,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OC2CCN(C)CC2)C=C2C(NC3=CC=CC(Cl)=C3F)=NC=NC2=C1,2.72,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=CC(Cl)=C1\C(OC1CCCCCC1)=C\N1C=NC=N1,4.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
BrC1=CC=C(O1)C1=NC2=C(N1)C=CC(NS(=O)(=O)C1=CC=CC=C1)=C2,4.38,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=C2C=CC=C(C3=NC=CC=N3)C2=NC2=C1C(=O)N(C2)C1CCC1,1.85,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C1=C(C)NN=C1C1=CC=C(O)C=C1O,3.37,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNCC[C@H](OC1=CC=CC2=C1C=CC=C2)C1=CC=CS1,2.09,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(N1CC2=CC=CC=C2C1=O)C1=CC=CC=C1,3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(N(C(C)C(=O)NC2CCCC2)C(=O)C2=CC=CC=C2)C(OC)=C1,3.02,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC(CCC2=CC=CC=C2)=CC(=O)N1,1.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COCCOC1=CC=C(NC2=NC=C3C=C(C=CC3=N2)C2=CC=NC=C2)C=C1,3.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](NC1=NC(NC2=NNC(C)=C2)=C(F)C=C1C#N)C1=CC=C(F)C=N1,3.11,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)CN1C(=O)C(CC2=CC=CC=C12)NC(=O)C1=CC2=C(N1)C(Cl)=C(Cl)S2,0.67,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)N1C2=C(C=CC=C2)C2=C1C=CC(NC(=O)N1CCOCC1)=C2C,3.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=CC=CC=C1C1=CC=C2C(=C1)C(=O)C(=O)C1=CC=CC=C21,2.92,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC(CCOCCS(=O)(=O)NCCNCCC2=C3SC(O)=NC3=C(O)C=C2)=CC(C)=C1,2.45,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=C2C(SC(C#N)=C2N)=N1,2.23,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=S(=O)(NC1=NC=CS1)C1=CC=C(NS(=O)(=O)C2=CC=C3OCCOC3=C2)C=C1,1.97,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C(CNC(=O)NC1=CC=CC=C1)N1CCN(C)CC1,1.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(NC2=CC(OC3=CC(C)=C(C)N=C3C3=CC=CC=N3)=CC=N2)C=C1,3.51,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(NC(=O)C2=CC=C(C(C)=C2)C2=CC=NC=C2)C=C1N1CCN(C)CC1,2.56,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCSC1=NC=CC=C1C(=O)N(C)C1CCCCC1,3.36,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCOC(=O)C1=CC2=CC=C(O)C=C2OC1=O,1.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OC)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1,3.67,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)COC1=CC=C(C=C1C1=CC=CC=C1)[N+]([O-])=O,-0.69,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCSC1=C(C=NN1C1=CC=CC(=C1)C(O)=O)C(=O)NC1CCCCC1,0.7,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC=NC(NC2=CC=CC=C2)=N1,1.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC(=O)NC1=C(C=C(S1)C1=CSC=C1)C(=O)N[C@H]1CCCNC1,1.06,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(CC)CCOC1=CC=C(C=C1)C(=C(\Cl)C1=CC=CC=C1)\C1=CC=CC=C1,4.09,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(O)=C2C(=C1)\C=C\C[C@H](O)[C@H](O)C(=O)\C=C/C[C@H](C)OC2=O,1.64,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O,2.75,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=CC=C1OC1=CC=C(C=C1)N(CC1=CC=CN=C1)S(=O)(=O)CC(F)(F)F,1.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C1C=C(C=CN1C1=CC=C2N(CCN3CCCC3)N=CC2=C1)C1=CC=CC=C1,1.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NC(C2=CC=C(CN3CCC(CC3)N3C(=O)NC4=CC=CC=C34)C=C2)=C(NC1=O)C1=CC=CC=C1,3.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C(N2CCN(CC2)C(=O)COCC2=CC=CC=N2)C(Cl)=C1,3.47,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)C[C@H](N1CCC[C@@H](C1)N1C=C(C)C(=O)NC1=O)C1=CC=C(C(O)=O)C(OC2=CC=CC(Cl)=C2)=C1,0.93,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](C1=CNC=N1)C1=CC=CC(C)=C1C,2.79,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
