,smiles,logP
29580,NCCc1c[nH]cn1,-0.7
29596,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,3.74
29598,CCN(CC)C(=O)c1cccc(C)c1,2.18
29621,CC(=O)Oc1cccc([N+](=O)[O-])c1,1.82
29630,BrCCc1ccccc1,3.09
29635,Brc1ccc(Br)cc1,3.79
29645,CCCCOC(=O)c1cc(O)c(O)c(O)c1,2.41
29714,ClCc1ccc(Cl)cc1,3.18
29892,O=C1C=CC(=O)c2c(O)cccc21,1.92
30000,NC(N)=O,-2.11
30140,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.94
30145,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,2.18
30155,Nc1ccccc1I,2.32
30156,Nc1cccc(I)c1,2.86
30248,COC(=O)c1ccccc1I,2.74
30261,CCC1(c2ccccc2)NC(=O)N(C)C1=O,1.69
30643,Oc1ccc(Cl)c2cccnc12,2.88
30647,c1ccc(CC2=NCCN2)cc1,2.65
30662,CC(=O)C(Cc1ccccc1)C(C)=O,1.89
30664,COc1c(Cl)cc(Cl)cc1Cl,4.11
30781,ClCC(Cl)CCl,2.27
30783,C/C=C/C=C/C(=O)O,1.33
30787,C=CC1CCC2OC2C1,2.08
30821,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,2.9
30975,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-0.24
30983,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,1.65
31020,ICCCI,3.02
31043,CC(=O)O[Hg]c1ccccc1,0.71
31052,c1cnc2c(c1)ccc1ncccc12,2.05
31053,c1cnc2ccc3ncccc3c2c1,2.05
31156,ICI,2.3
31247,Cc1cccc(OCC(=O)O)c1,1.78
31404,Cc1nc(C)c(C)nc1C,1.28
31502,Cc1ncc(CO)c(CO)c1O,-0.77
31600,O=C1C=CC(=O)C=C1,0.2
31938,CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,3.7
31972,c1nnn[nH]1,-0.6
31978,OCCN(CCO)CCO,-1.0
31986,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,2.35
32068,Oc1ccccc1,1.46
32110,Cc1cc2ccccc2cc1C,4.4
32111,Cc1ccc2ccc(C)cc2c1,4.31
32112,Cc1ccc2cc(C)ccc2c1,4.31
32191,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1.18
32194,O=[N+]([O-])c1ccccc1Cl,2.24
32195,Clc1ccc(Cl)cc1,3.44
32198,O=C1C=CC(=NO)C=C1,1.08
32201,Nc1ccc(Cl)cc1,1.83
32207,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,1.33
32209,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.6
32233,O=C(O)c1ccc(C(=O)O)cc1,2.0
32244,CC(=S)Nc1ccccc1,1.71
32305,Nc1c(S(=O)(=O)O)ccc2ccccc12,-0.97
32326,Clc1ccc(-c2ccccc2)cc1,4.61
32345,O=C(Oc1ccccc1)c1ccccc1,3.59
32346,O=C(Oc1ccccc1)Oc1ccccc1,3.28
32375,O=C(OC(=O)c1ccccc1)c1ccccc1,2.26
32409,c1ccc(Nc2ccc3ccccc3c2)cc1,4.38
32470,CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C,1.75
32575,NC(=O)c1cccc([N+](=O)[O-])c1,0.77
32641,Nc1ccc(Cl)c([N+](=O)[O-])c1,2.06
32653,O=C(O)COc1ccccc1[N+](=O)[O-],1.13
32789,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1O,2.1
32799,c1ccc2ccccc2c1,3.3
32801,CC(=O)Nc1ccc(C)cc1C,1.46
32803,O=C(O)c1cccc2ccccc12,3.1
33045,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,2.29
33286,Cc1ccc(OCC(=O)O)cc1,1.86
33287,COc1cccc(OCC(=O)O)c1,1.38
33400,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,-0.29
33483,COC(=O)C(Cl)(Cl)Cl,2.03
33536,Cc1ccc(O)c(C(=O)O)c1,2.78
33589,Cn1cc[nH]c1=S,-0.34
33605,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,4.26
33641,CCC(N)=O,-0.66
33699,NC(=O)c1ccccc1N,0.35
33784,Cc1nc2cc([N+](=O)[O-])ccc2[nH]1,1.94
33830,c1ccc(N2CCNCC2)cc1,1.1
33906,O=C(O)COc1ccc(Cl)c(Cl)c1,2.81
33966,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,0.1
34255,NC(=O)NC(=O)Cc1ccccc1,0.87
34258,N#CCCCCCCCCC#N,1.75
34268,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.91
34380,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,3.43
34412,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,-0.96
34699,CCCNC(C)C(=O)Nc1ccccc1C,2.11
34701,CCN(CC)CC(=O)Nc1c(C)cccc1C,2.26
34814,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,3.15
35138,CCCN(CCC)C(=O)SCC,3.21
35163,CC(=O)Oc1cccc(O)c1,1.23
35201,O=CNc1ccc(F)cc1,1.27
35394,Cc1c[nH]cn1,0.23
35421,CSc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0.09
35464,c1ccc(CNc2ncnc3[nH]cnc23)cc1,1.57
35466,Cc1cnc(C)c(Cl)n1,1.5
35555,O=C(O)CCc1ccc(O)cc1,1.16
35648,NCCC(N)C(=O)O,-4.64
35707,CN1CCN(C)CC1,-0.4
35732,Cc1ccc(O)cc1[N+](=O)[O-],2.18
35865,CCCCNC,1.33
36079,CS(=O)(=O)c1ccccc1,0.5
36082,CC(=O)c1ccc([N+](=O)[O-])cc1,1.53
36119,NCc1ccc(C(=O)O)cc1,1.03
36181,O=C1c2ccccc2C(=O)C1c1ccccc1,2.9
36189,CCC1(c2ccccc2)C(=O)NCNC1=O,0.91
36253,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,1.68
36270,NC(=O)Nc1cccc(Cl)c1,1.82
36317,ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,4.62
36323,O=C(O)c1cc(Cl)ccc1Cl,2.82
36359,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,3.2
36520,NC(=O)Nc1ccccc1Cl,1.27
36527,N#C/C=C/c1ccccc1,1.96
36580,O=[N+]([O-])c1cccc(SSc2cccc([N+](=O)[O-])c2)c1,4.06
36696,CC(C(O)c1ccccc1)N(C)C,1.7
36839,CN1C(=O)C(=O)c2ccccc21,0.58
37138,O=C(c1ccccc1)C(F)(F)F,2.15
37246,CC(=O)c1ccc[nH]1,0.93
37280,CN(C(=O)c1ccccc1)c1ccccc1,2.36
37304,CNC(=O)c1ccccc1,0.86
37385,O=C(O)c1cccc(C(F)(F)F)c1,2.95
37405,CC(C)(C)c1ccc(N)cc1,2.7
37507,COc1ccc(OC(C)=O)cc1,1.54
37533,O=[N+]([O-])c1ccc(Cl)cc1Cl,3.07
37579,CC(=O)NC(Cc1ccccc1)C(=O)O,0.93
37581,CC(=O)Oc1ccc(C)cc1,2.11
37682,C[Si](C)(C)O[Si](C)(C)C,4.2
37767,Clc1cccc(Cl)c1Cl,4.05
37862,Clc1ncccn1,0.36
38068,COc1cccc(C=O)c1,1.71
38302,CN1C(=O)c2ccccc2C1=O,1.31
38311,CC(C)(N)Cc1ccccc1,1.9
38537,Oc1ccc(Cl)c2ccccc12,3.94
38592,Cn1ccc(=O)[nH]c1=O,-1.2
38747,c1ccc(OP2OCCO2)cc1,1.42
38772,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0.36
38778,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27
38821,NC(=O)OCCCc1ccccc1,1.96
39008,c1ccc(-c2nc3ccccc3[nH]2)cc1,3.24
39293,O=S(=O)(NO)c1ccccc1,0.48
39324,CCN(N=O)C(N)=O,0.23
39331,c1cn[nH]c1,0.26
39517,CCCCN(N=O)C(N)=O,1.04
39870,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,2.93
39888,OCC1CO1,-0.95
39916,CC(C)CC(=O)OCc1ccccc1,3.26
39951,O=C(/C=C/c1ccccc1)OC/C=C/c1ccccc1,4.45
40228,O=S1(=O)CCCC1,-0.77
40394,CC(=O)c1cccc(C)c1,2.15
40463,O=C(O)C1CCCN1,-2.54
40464,O=C(O)C1CC(O)CN1,-3.17
40467,NCC(=O)NCC(=O)NCC(=O)O,-2.68
40507,CCNC(=O)Nc1ccccc1,1.64
40515,CCCN(N=O)C(N)=O,0.3
40536,O=C(O)c1ccc([N+](=O)[O-])c(O)c1,1.98
40573,c1ccc2c(c1)Cc1ccccc1O2,4.23
40627,CN(C)C(=N)N(C)C,0.41
40766,O=[N+]([O-])c1c2ccccc2cc2ccccc12,4.78
40845,OCc1ccccn1,0.06
40897,CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.51
41371,O=C(O)c1ccc[nH]1,0.85
41372,COC(=O)c1ccc[nH]1,1.17
41622,C=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.33
41974,c1ccc2c(c1)ccc1nccnc12,2.51
42088,N#CCc1ccc(Cl)cc1,2.47
42115,Cc1cnc(C)cn1,0.63
42122,Cc1c(Cl)cccc1[N+](=O)[O-],3.09
42143,O=C1CCc2ccccc2N1,1.34
42145,O=C(O)c1c(O)cccc1O,2.2
42151,O=Cc1ccccc1O,1.81
42241,NCC(=O)NCC(=O)O,-2.92
42280,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,2.1
42413,Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.82
42422,O=C(O)COc1ccc(F)cc1,1.64
42630,CC(=O)c1cccc(OCC(=O)O)c1,0.98
42975,CC(=O)N1CCCC1=O,-0.05
42995,Cc1ncc([N+](=O)[O-])n1CCO,-0.02
43016,O=C1CC(c2ccccc2)Oc2ccccc21,3.14
43149,O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,3.48
43199,Clc1ccc(Cl)c(Cl)c1Cl,4.6
43477,c1ccnnc1,-0.72
43589,N#CCCCCCCC#N,0.59
43623,O=C1C=CCO1,-0.6
44042,CC(=O)Nc1ccccc1F,1.03
44045,Fc1cccc2cccnc12,2.19
44128,O=[N+]([O-])c1ccccc1F,1.69
44351,COC(=O)CCC(=O)OC,0.35
44358,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,2.08
44623,COC(=O)CCCCCC(=O)OC,1.38
44834,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,3.91
44841,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,5.14
44843,Cc1ccc2c(C)cccc2c1,4.44
44965,NC(=O)c1c(Cl)cccc1Cl,0.77
44986,CC(=O)/C=N/O,0.34
45198,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07
45220,Clc1cccc(Br)c1,3.7
45223,CC(O)Cc1ccccc1,1.97
45224,CCNC(N)=O,-0.74
45226,N#Cc1ccccc1O,1.61
45267,CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,3.33
45437,O=[N+]([O-])c1cc(Cl)cc(Cl)c1,3.09
45739,CC(=O)Nc1ccc(C(=O)O)c(O)c1,1.62
46013,CN(C)CCN1c2ccccc2Sc2ccccc21,4.2
46083,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.94
46091,OC1CCCCC1,1.23
46287,NNC(=O)c1ccc(Cl)cc1,1.18
46702,O=[N+]([O-])c1ccc(CCO)cc1,1.12
46842,O=C(O)c1cccc(O)c1,1.5
47013,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,2.54
47113,NC1CC1,0.07
47312,CCOS(=O)(=O)OCC,1.14
47340,Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,-0.8
47427,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,5.41
47624,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,5.5
47660,Nc1ccc(O)c([N+](=O)[O-])c1,0.96
47664,Clc1cccc2cccnc12,2.44
47929,O=C(O)/C=C/c1ccc(O)c(O)c1,1.15
48063,O=C(OCCO)c1ccccc1,1.12
48139,c1ccc2c(c1)c1ccccc1c1ccccc21,5.49
48284,CCCCCCCCCCCCOC(=O)CCC,6.51
48289,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,2.6
48367,Nc1ccc2ccccc2n1,1.87
48454,C1CCOC1,0.46
48456,C1=COCCC1,0.69
48457,CCCCCOC(N)=O,1.35
48464,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,4.59
48497,CSc1ccccc1,2.74
48846,c1ccc2nnccc2c1,0.93
48851,NCCCCC(=O)O,-2.63
48855,Nc1ccc2ncccc2c1,1.28
48856,Nc1ccc2cccnc2c1,1.28
48884,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.64
48951,Cc1ccc2cccc(O)c2n1,2.33
48972,COC(=O)CCCC(=O)OC,0.62
49137,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.25
49282,CCC(=O)Nc1ccccc1,1.61
49290,COc1ccccc1C=O,1.72
49299,CCC(=O)O,0.33
49315,COP(=O)(OC)OC,-0.65
49329,NCCCCCCC(=O)O,-3.03
49333,O=C1CCCCCCCN1,0.67
49334,NCCCCCCCC(=O)O,-2.55
49417,O=C(O)/C=C/c1ccc(O)cc1,1.46
49511,Cc1cccc2c(C)cccc12,4.38
49512,CCc1ccc2ccccc2c1,4.38
49513,CCc1cccc2ccccc12,4.4
49680,N#Cc1ccccn1,0.45
49683,Oc1cccc(Cl)c1,2.5
49693,O=C1C=CCCC1,0.61
49702,CC(=O)OC(C)(C)C,1.76
49709,COCCOCCOC,-0.36
49772,CCCCO,0.88
49786,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.6
49794,C1=Cc2cccc3cccc1c23,3.94
49805,Cc1ccc2ccccc2c1C,4.31
49861,CCc1ccc(C(=O)O)cc1,2.89
49874,O=C(O)c1ccc2ccccc2c1,3.28
49949,OC(c1ccccc1)c1ccc(Cl)cc1,3.61
49976,Nc1cccc2cc3ccccc3cc12,3.69
49977,c1ccc2c(c1)CCc1ccccc1-2,4.52
50064,O=Cc1cccc(Cl)c1,2.26
50065,N#Cc1cccc(O)c1,1.7
50109,COc1ccc(OC)c(Cl)c1,2.69
50112,C1=C\CC/C=C\CC/1,3.16
50147,OCCCCl,0.5
50157,Clc1cccnc1,1.33
50170,C1CCCC1,3.0
50204,CCCCOc1ccc(C(=O)O)cc1,3.57
50219,CC(=O)NC(=O)Nc1ccccc1,1.6
50239,Cc1cc(Cl)ccc1OC(C)C(=O)O,3.13
50249,CCCCOc1ccc(O)cc1,2.9
50252,CC(C)NCc1ccccc1,1.83
50462,OCC(Cl)Cl,0.37
50471,c1c[nH]cn1,-0.08
50477,OCC(F)(F)C(F)(F)C(F)(F)F,1.94
50481,C1=CCOC1,0.46
50485,CC(C)C#N,0.46
50491,COCCOC,-0.21
50586,CCCCCn1cnc2c(N)ncnc21,1.79
50592,Brc1ccccc1Br,3.64
50593,Clc1ccccc1Cl,3.43
50595,Oc1cccc(Cl)c1Cl,2.84
50596,Oc1c(Cl)cccc1Cl,2.75
50597,Oc1ccc(Cl)c(Cl)c1,3.33
50598,Oc1cc(Cl)cc(Cl)c1,3.62
50600,O=[N+]([O-])c1cccc(F)c1,1.9
50630,N#Cc1ccncc1,0.46
50631,O=[N+]([O-])c1ccccc1[N+](=O)[O-],1.69
50632,Nc1cccc(Cl)c1Cl,2.82
50633,O=I(=O)c1ccccc1,-1.33
50635,Cc1cc(C)ncn1,0.62
50639,C=CCCC=C,2.87
50657,CCCC(O)CC,1.65
50668,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.83
50669,Fc1cccc(CCl)c1,2.77
50671,Cc1c(Cl)cccc1Cl,3.99
50684,OCc1cccc(O)c1,0.49
50685,Cc1cncc(C)c1,1.78
50704,CCCCOCCO,0.83
50712,Cc1ccc2cccc(C)c2c1,4.44
50850,ClC(Cl)C(Cl)Cl,2.39
50858,Cc1ccccc1C,3.12
50900,O=C(O)C1CCNCC1,-3.05
51011,C/C=C/C(C)=O,0.52
51040,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.62
51234,Cc1cccc(C)c1,3.2
51243,Cc1ccc(C)c2ccccc12,4.37
51253,N#C/C(=C\c1ccccc1)C(N)=O,1.56
51263,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.98
51265,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1.83
51316,NNC(=O)c1ccccc1[N+](=O)[O-],-0.54
51376,CCCn1cnc2c(N)ncnc21,0.74
51394,CC(C)(CCC(=O)O)C(=O)O,0.67
51407,FC(F)(F)c1ccc(C(F)(F)F)cc1,3.83
51415,O=C(O)Cc1ccccc1O,0.85
51427,CCc1ccc(O)cc1,2.58
51429,CCc1ccccc1N,1.74
51430,CCc1ccc(N)cc1,1.96
51432,CN(C)c1cccc(O)c1,1.56
51475,Cc1cc2ccccc2n1C,2.82
51490,CCc1cccc(CC)c1,4.57
51491,CCN(CC)C(=O)c1cccnc1,0.33
51500,COc1ccccc1OCC(O)CO,1.39
51573,COP(C)(=O)OC,-0.61
51587,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.36
51682,Brc1cc(Br)cc(Br)c1,4.51
51693,c1ccc2cnncc2c1,0.57
51830,BrCCCBr,2.37
51839,COc1c(C)cccc1C,3.02
51853,Oc1ccc2cccc(O)c2c1,1.94
51854,Oc1ccc2cc(O)ccc2c1,1.9
51859,Nc1cc2ccccc2cc1N,1.54
51924,CC(C)N,0.26
51925,CNCCO,-0.94
51926,c1cc[nH]c1,0.75
51928,CCCC=O,0.88
51929,CC(C)C(=O)O,0.94
51930,C1CCNC1,0.46
51932,CC(C)CC(=O)O,1.16
51933,CCCCCCC,4.66
51934,C=Cc1ccccc1,2.95
51935,CNCC(O)c1ccc(O)c(O)c1,-1.37
51936,CCCCCCCCC(=O)O,3.42
51975,CCNCCNCC,0.21
51987,O=C(O)C1CCCNC1,-2.89
51990,CCNC(N)=S,-0.21
52233,CS(C)(=O)=O,-1.41
52235,OCc1ccc(F)cc1,1.36
52239,O=C(O)CNC(=O)c1ccccc1I,0.97
52314,CC12CCC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.67
52375,O/N=C/c1ccncc1,0.77
52486,CCC1(C)CC(=O)NC1=O,0.38
52511,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,4.77
52517,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,4.18
52545,Nc1cc(Cl)c(Cl)cc1Cl,3.45
53036,O=C(O)COc1ccc(Br)cc1,2.45
53161,OCCCO,-1.04
53175,Cn1cccc1,1.21
53183,C1CCOCC1,0.95
53184,CC(C)(C)C(=O)O,1.48
53313,CN1CCCC1,0.92
53317,O=[N+]([O-])c1cccc2ncccc12,1.4
53322,c1ccc(-n2cccn2)cc1,2.2
53325,C/C=C/c1ccccc1,3.35
53327,COc1cccc(C(C)=O)c1,1.84
53329,Cc1ccc(CC(=O)O)cc1,1.86
53334,Cc1ccc(C)c(C)c1,3.63
53338,Oc1ccc2c(c1)CCCC2,2.9
53343,COC(=O)C(N)Cc1ccc(O)cc1,0.29
53379,CCCc1ccccc1O,2.93
53380,CCCc1ccc(O)cc1,3.2
53398,Cc1ccc2cccnc2c1,2.47
53500,C[Ge](C)(C)C,3.31
53806,COc1ccccc1Oc1ccccc1,2.92
53822,O=C(O)C1c2ccccc2Oc2ccccc21,2.23
53888,CSc1cccc(N)c1,1.45
53995,O=Cc1ccc[nH]1,0.64
53998,CCCCC(O)CCC,2.68
54005,N#CC(Cl)(Cl)Cl,2.09
54007,OCC(Cl)(Cl)Cl,1.42
54012,CC(=O)C(F)(F)F,0.2
54013,OCC(F)(F)C(F)(F)F,1.23
54058,c1ccc(N(c2ccccc2)c2ccccc2)cc1,5.74
54079,O=Nc1ccccc1,2.01
54087,OB(O)c1ccccc1,1.58
54097,CCC(C)CC,3.6
54109,NC(=O)Oc1ccccc1,1.08
54112,O=[N+]([O-])c1ccccc1CO,1.24
54121,CNC(=O)c1cccnc1,0.0
54149,Cc1ccccc1C#N,2.21
54155,Cc1ccc([N+](=O)[O-])cc1C,2.91
54158,COc1ccccc1CO,1.13
54163,COc1ccc(N)c(C)c1,1.23
54308,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.33
54348,Cc1cc(C)c2ccccc2c1,4.42
54414,c1cnc2[nH]ccc2c1,1.82
54629,c1ccccc1,2.13
54667,Brc1ccccc1-c1ccccc1,4.59
54668,Clc1ccccc1-c1ccccc1,4.53
54703,COC(OC)(OC)c1ccccc1,2.27
55116,CCCC(O)C(=O)O,0.45
55220,CCCS,1.81
55221,CCCCS,2.28
55242,O=Cc1ccc(F)cc1,1.54
55421,O=[N+]([O-])c1ccc(/C=N/O)cc1,1.95
55428,O/N=C/c1ccccc1,1.75
55438,FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,2.91
55450,Fc1ccccc1,2.27
55504,CCCCCC,3.9
55558,CCOC(=O)/C(=C/c1ccccc1)C(C)=O,2.21
56142,C/N=C/c1ccccc1,1.64
56147,CN(N=O)C(=O)Nc1ccc(F)cc1,1.88
56327,COc1ccc(Cl)nn1,0.89
56349,CC(O)CO,-0.92
56409,CC1CN(N=O)CC(C)O1,0.32
56548,CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC,8.06
56585,CC(=O)Nc1ccccc1NC(C)=O,-0.03
56599,CNC1(c2ccccc2Cl)CCCCC1=O,2.18
56682,O=C(Nc1ccccc1)Nc1ccc(Cl)c(Cl)c1,4.7
56704,O=C(O)CCCOc1ccc(Cl)cc1Cl,3.53
56710,c1ccc(-c2ccncc2)cc1,2.59
56741,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,2.09
57001,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,0.56
57004,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,1.64
57007,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,2.69
57134,CCOC(C)=O,0.73
57143,COc1cc(O)cc(OC)c1,1.64
57189,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,4.91
57330,CC(C)C(C)O,1.28
57347,CCCCCCBr,3.8
57505,NC(Cc1ccc(F)cc1)C(=O)O,-1.89
57842,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,4.8
57956,CC(=O)OCCc1ccccc1,2.3
57958,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,1.98
58030,S=C=Nc1ccc(Br)cc1,4.03
58038,CCCOC(C)=O,1.24
58107,CC(C)NCC(O)c1ccc(Cl)c(Cl)c1,3.32
58111,Nc1c2c(nc3ccccc13)CCCC2,2.71
58177,S=C=Nc1ccc(-c2ccccc2)cc1,4.66
58254,Cc1nccc2c1[nH]c1cc(O)ccc12,2.19
58328,c1ccc2ncncc2c1,1.0
58343,NNC=O,-2.05
58365,CCCCC,3.39
58366,Cc1ccc(C)cc1,3.15
58369,C1CCCCCCC1,4.45
58372,CCCCCCCCCCCCCC,7.2
58632,COc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,1.85
58717,c1ccc2c(c1)Nc1ccccc1O2,3.85
58869,COc1ccc(S(N)(=O)=O)cc1,0.47
58870,O=C(O)Cc1ccc(O)c(O)c1,0.98
59060,c1ccc2c(c1)cnc1ccccc12,3.48
59077,c1cnc2nccnc2c1,-0.04
59315,C=C/C=C/C,2.44
59316,C=CCC=C,2.48
59374,C=CCCCCCCC,5.15
59386,CCCc1ccc(C)cc1,4.6
59387,CCCc1cccc(C)c1,4.67
59388,Cc1cccc(C(C)C)c1,4.5
59389,Cc1ccccc1C(C)C,4.38
59390,CCCc1ccccc1C,4.5
59391,CC1CCC(C(C)C)CC1,5.56
59395,CCCCCc1ccccc1,4.9
59410,CC(=O)c1ccc(N(C)C)cc1,2.1
59467,C=CCCCC,3.39
59472,CCC(C)(C)C,3.82
59476,C=CCCCCC,3.99
59522,CCc1cccc(C)c1,3.98
59523,CCc1ccc(C)cc1,3.63
59529,CCc1ccc(C)c(C)c1,4.5
59530,CCc1ccc(C)cc1C,4.47
59531,CCc1cc(C)cc(C)c1,4.55
59532,CCc1cc(C)ccc1C,4.43
59536,CCCCCCCCCCc1ccccc1,7.35
59731,CS(=O)(=O)c1ccc(Cl)cc1,1.06
59753,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1,2.83
59961,NC(=O)c1ccc(Cl)cc1,1.55
59967,O=C(O)c1cccc(I)c1,3.13
60342,CC(C)SC(C)C,2.84
60345,CCSc1ccccc1,3.2
60376,CCSCC,1.95
60675,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,-0.46
60855,CC(=O)O,-0.17
60890,CC1NC(=O)NC1=O,-0.91
60894,CC1CCC(=O)N1,-0.1
60901,CSc1ccc(O)cc1,1.78
60984,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,2.3
61091,O=C(O)c1ccccc1-c1ccccc1,2.89
61130,Cc1cccc(CC(=O)O)c1,1.95
61138,CC(C)(N)Cc1ccc(Cl)cc1,2.6
61306,OC1COC(O)C(O)C1O,-3.02
61370,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,1.19
61470,Brc1ccncc1,1.54
61494,O=C(O)c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,2.5
61510,O=C(O)c1c(Cl)cccc1Cl,2.23
61752,Nc1ncnc2ncn(C3OC(CO)C(O)C3O)c12,-1.05
61890,CCO[Si](C)(C)OCC,0.61
61893,O=C1CCCCCCN1,0.24
61898,Oc1ccnc2cc(C(F)(F)F)ccc12,2.05
61905,O=C1CCCCCCCCCCCN1,2.92
61920,CCO[Si](OCC)(OCC)c1ccccc1,2.99
61921,O=C1CCCCCCCCCCC1,4.1
61985,CNNCc1ccc(C(=O)NC(C)C)cc1,0.08
62010,ClC(Cl)Cl,1.97
62012,O=C(O)C(Cl)(Cl)Cl,1.33
62019,NC(Cc1ccc(Cl)cc1)C(=O)O,-0.48
62020,NC(=O)CBr,-0.52
62099,c1ccc2c(c1)CCCC2,3.49
62158,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.82
